,id,location_id,trafficker_id,arrests,event_date,id,country,city_id,id,event_id,product_name,description,animal,quantity,weight_kg,price_usd,transportation_method
556,481,7,,1,17-Oct,7,Cameroon,,794,481,skin,,leopard,1,,,
557,482,,,2,17-Oct,,,,796,482,tusk,,elephant,2,,,
558,483,4,,2,17-Oct,4,Congo,,797,483,scale,,pangolin,1,50,,
559,484,,,1,17-Oct,,,,799,484,scale,,pangolin,1,,,
560,484,,,1,17-Oct,,,,798,484,skin,,pangolin,2,,,
561,485,,,2,17-Oct,,,,800,485,skin,,leopard,1,,,
562,486,7,,4,17-Oct,7,Cameroon,,803,486,scale,,pangolin,1,,,
563,486,7,,4,17-Oct,7,Cameroon,,802,486,skin,,leopard,2,,,
565,488,9,,,18-Oct,9,Benin,,809,488,skin,,leopard,3,,,
566,489,3,,,18-Oct,3,Togo,,,,,,,,,,
567,490,,,1,18-Oct,,,,815,490,scale,,pangolin,1,3,,
568,491,5,,3,18-Oct,5,Gabon,,,,,,,,,,
569,492,9,,1,18-Oct,9,Benin,,,,,,,,,,
570,493,4,,,18-Oct,4,Congo,,,,,,,,,,
572,495,5,,1,19-Oct,5,Gabon,,,,,,,,,,
574,497,4,,1,19-Oct,4,Congo,,,,,,,,,,
578,501,11,,1,19-Oct,11,Burkina Faso,,,,,,,,,,
580,503,4,,2,19-Oct,4,Congo,,,,,,,,,,
581,504,4,,2,19-Oct,4,Congo,,834,504,skin,,leopard,1,,,
582,504,4,,2,19-Oct,4,Congo,,835,504,tooth,,leopard,1,,,
583,505,8,,1,19-Oct,8,Senegal,,,,,,,,,,
585,507,8,,,19-Oct,8,Senegal,,,,,,,,,,
587,509,9,,4,20-Oct,9,Benin,,,,,,,,,,
588,510,5,,1,20-Oct,5,Gabon,,,,,,,,,,
589,511,5,,1,20-Oct,5,Gabon,,,,,,,,,,
591,513,22,,2,20-Oct,22,,,850,513,tooth,,whale,16,34,,
592,514,31,,2,20-Oct,,,,853,514,,,parrot,1,,,
593,514,31,,2,20-Oct,,,,851,514,claw,,leopard,48,,,
594,515,11,,1,20-Oct,11,Burkina Faso,,855,515,tusk,,elephant,11,,,
597,518,,,4,21-Oct,,,,857,518,ivory,,elephant,1,,,
598,518,,,4,21-Oct,,,,856,518,tusk,,elephant,11,,,
599,519,3,,,21-Oct,3,Togo,,,,,,,,,,
600,520,7,,2,21-Oct,7,Cameroon,,,,,,,,,,
601,521,14,,2,21-Oct,14,Nigeria,,860,521,skin,,hyena,1,,,
602,521,14,,2,21-Oct,14,Nigeria,,859,521,skin,,lion,1,,,
603,522,7,,,21-Oct,7,Cameroon,,,,,,,,,,
604,523,7,,,21-Oct,7,Cameroon,,861,523,scale,,pangolin,1,77,,
605,524,5,,,21-Oct,5,Gabon,,,,,,,,,,
607,526,7,,,21-Oct,7,Cameroon,,,,,,,,,,
608,527,7,,2,21-Oct,7,Cameroon,,864,527,scale,,pangolin,1,77,,
609,528,,,2,21-Oct,,,,866,528,skin,,hyena,1,,,
610,528,,,2,21-Oct,,,,865,528,skin,,lion,1,,,
611,529,7,,,21-Oct,7,Cameroon,,,,,,,,,,
613,531,,,2,17-Sep,,,,,,,,,,,,
614,532,,,2,17-Sep,,,,867,532,scale,,pangolin,1,40,,
615,533,2,,,17-Sep,2,Uganda,,868,533,skin,,okapi,3,,,
616,534,,,1,17-Sep,,,,,,,,,,,,
617,535,2,,1,17-Sep,2,Uganda,,,,,,,,,,
621,539,4,,1,17-Sep,4,Congo,,,,,,,,,,
622,540,5,,,17-Sep,5,Gabon,,,,,,,,,,
623,541,,,3,17-Sep,,,,,,,,,,,,
624,542,2,,1,17-Sep,2,Uganda,,887,542,ivory,,elephant,1,,,
625,542,2,,1,17-Sep,2,Uganda,,886,542,tooth,,hippo,229,,,
626,543,7,,,17-Sep,7,Cameroon,,,,,,,,,,
627,544,1,,4,18-Sep,1,Guinea,,,,,,,,,,
628,545,7,,1,18-Sep,7,Cameroon,,888,545,scale,,pangolin,1,270,,
629,546,5,,1,18-Sep,5,Gabon,,,,,,,,,,
636,553,9,,4,18-Sep,9,Benin,,,,,,,,,,
637,554,7,,1,18-Sep,7,Cameroon,,902,554,scale,,pangolin,1,270,,
638,555,5,,,18-Sep,5,Gabon,,,,,,,,,,
639,556,,,1,19-Sep,,,,,,,,,,,,
640,557,7,,1,19-Sep,7,Cameroon,,906,557,scale,,pangolin,1,,,
643,560,9,,1,19-Sep,9,Benin,,,,,,,,,,
645,562,5,,1,19-Sep,5,Gabon,,,,,,,,,,
646,563,7,,1,19-Sep,7,Cameroon,,,,,,,,,,
647,564,9,,,19-Sep,9,Benin,,,,,,,,,,
649,566,7,,1,20-Sep,7,Cameroon,,,,,,,,,,
651,568,5,,1,20-Sep,5,Gabon,,,,,,,,,,
652,569,,,1,20-Sep,,,,912,569,skin,,leopard,1,,,
653,569,,,1,20-Sep,,,,911,569,tusk,,elephant,4,,,
654,570,5,,1,20-Sep,5,Gabon,,,,,,,,,,
656,572,7,,1,20-Sep,7,Cameroon,,,,,,,,,,
657,573,5,,,20-Sep,5,Gabon,,,,,,,,,,
659,575,7,,,21-Sep,7,Cameroon,,,,,,,,,,
661,577,5,,,21-Sep,5,Gabon,,,,,,,,,,
663,579,5,,,21-Sep,5,Gabon,,,,,,,,,,
665,581,5,,1,21-Sep,5,Gabon,,921,581,tusk,,elephant,4,,,
666,582,7,,2,21-Sep,7,Cameroon,,922,582,tusk,,elephant,1,,,
667,583,5,,4,21-Sep,5,Gabon,,,,,,,,,,
668,584,5,,,21-Sep,5,Gabon,,925,584,tusk,,elephant,4,,,
