,id,location_id,trafficker_id,arrests,event_date,id,country,city_id,id,event_id,product_name,description,animal,quantity,weight_kg,price_usd,transportation_method
500,431,,,3.0,11/2017,,,,725.0,431.0,ivory,,elephant,1.0,,,
501,432,,,1.0,11/2017,,,,,,,,,,,,
502,433,,,1.0,11/2017,,,,,,,,,,,,
503,434,4.0,,3.0,11/2017,4.0,Congo,,,,,,,,,,
504,435,,,2.0,11/2017,,,,,,,,,,,,
505,436,,,1.0,11/2017,,,,732.0,436.0,tusk,,elephant,2.0,,,
506,437,,,1.0,11/2017,,,,,,,,,,,,
507,438,5.0,,2.0,11/2017,5.0,Gabon,,,,,,,,,,
508,439,,,1.0,11/2017,,,,,,,,,,,,
509,440,,,1.0,11/2017,,,,,,,,,,,,
510,441,,,3.0,11/2017,,,,740.0,441.0,skin,,leopard,2.0,,,
511,441,,,3.0,11/2017,,,,739.0,441.0,tusk,,leopard,2.0,,,
512,442,7.0,,1.0,11/2017,7.0,Cameroon,,741.0,442.0,scale,,pangolin,1.0,128.0,,
513,443,8.0,,,11/2017,8.0,Senegal,,745.0,443.0,skin,,crocodile,1.0,-1.0,,
514,443,8.0,,,11/2017,8.0,Senegal,,744.0,443.0,tusk,,crocodile,2.0,,,
515,444,,,3.0,11/2017,,,,,,,,,,,,
516,445,7.0,,3.0,11/2017,7.0,Cameroon,,746.0,445.0,scale,,pangolin,1.0,128.0,,
517,446,4.0,,,11/2017,4.0,Congo,,,,,,,,,,
518,447,4.0,,1.0,11/2018,4.0,Congo,,,,,,,,,,
519,448,5.0,,1.0,11/2018,5.0,Gabon,,752.0,448.0,tusk,,elephant,4.0,,,
520,449,8.0,,1.0,11/2018,8.0,Senegal,,,,,,,,,,
521,450,5.0,,1.0,11/2018,5.0,Gabon,,,,,,,,,,
522,451,5.0,,,11/2018,5.0,Gabon,,761.0,451.0,tusk,,elephant,4.0,,,
523,452,,,1.0,11/2019,,,,,,,,,,,,
524,453,,,1.0,11/2019,,,,,,,,,,,,
525,454,7.0,,1.0,11/2019,7.0,Cameroon,,,,,,,,,,
526,455,,,1.0,11/2019,,,,,,,,,,,,
527,456,4.0,,1.0,11/2019,4.0,Congo,,,,,,,,,,
528,457,,,1.0,11/2019,,,,,,,,,,,,
529,458,,,1.0,11/2019,,,,,,,,,,,,
530,459,7.0,,,11/2019,7.0,Cameroon,,,,,,,,,,
531,460,7.0,,1.0,11/2020,7.0,Cameroon,,,,,,,,,,
532,461,5.0,,1.0,11/2020,5.0,Gabon,,,,,,,,,,
533,462,,,1.0,11/2020,,,,,,,,,,,,
534,463,5.0,,,11/2020,5.0,Gabon,,766.0,463.0,ivory,,elephant,1.0,-1.0,,
535,464,4.0,,1.0,11/2021,4.0,Congo,,,,,,,,,,
536,465,,,4.0,11/2021,,,,,,,,,,,,
537,466,5.0,,3.0,11/2021,5.0,Gabon,,767.0,466.0,tusk,,elephant,2.0,,,
538,467,7.0,,,11/2021,7.0,Cameroon,,,,,,,,,,
539,468,7.0,,,11/2021,7.0,Cameroon,,770.0,468.0,scale,,pangolin,1.0,86.0,,
540,469,4.0,,4.0,11/2021,4.0,Congo,,772.0,469.0,ivory,,leopard,8.0,,,
541,469,4.0,,4.0,11/2021,4.0,Congo,,771.0,469.0,tusk,,elephant,2.0,,,
542,470,5.0,,3.0,11/2021,5.0,Gabon,,773.0,470.0,tusk,,elephant,2.0,,,
543,471,7.0,,,11/2021,7.0,Cameroon,,,,,,,,,,
544,472,,,,11/2021,,,,774.0,472.0,tusk,,elephant,2.0,,,
545,473,,,4.0,10/2017,,,,,,,,,,,,
546,474,,,,10/2017,,,,,,,,,,,,
547,475,5.0,,1.0,10/2017,5.0,Gabon,,779.0,475.0,tooth,,hippo,8.0,-1.0,,
548,476,3.0,,18.0,10/2017,3.0,Togo,,,,,,,,,,
549,477,5.0,,1.0,10/2017,5.0,Gabon,,,,,,,,,,
550,478,,,1.0,10/2017,,,,,,,,,,,,
551,479,,,3.0,10/2017,,,,,,,,,,,,
552,480,,,6.0,10/2017,,,,791.0,480.0,skin,,leopard,1.0,,,
553,480,,,6.0,10/2017,,,,790.0,480.0,tusk,,leopard,2.0,,,
554,481,7.0,,1.0,10/2017,7.0,Cameroon,,792.0,481.0,ivory,,pangolin,1.0,,,
555,481,7.0,,1.0,10/2017,7.0,Cameroon,,793.0,481.0,scale,,pangolin,1.0,,,
556,481,7.0,,1.0,10/2017,7.0,Cameroon,,794.0,481.0,skin,,leopard,1.0,,,
557,482,,,2.0,10/2017,,,,796.0,482.0,tusk,,elephant,2.0,,,
558,483,4.0,,2.0,10/2017,4.0,Congo,,797.0,483.0,scale,,pangolin,1.0,50.0,,
559,484,,,1.0,10/2017,,,,799.0,484.0,scale,,pangolin,1.0,,,
560,484,,,1.0,10/2017,,,,798.0,484.0,skin,,pangolin,2.0,,,
561,485,,,2.0,10/2017,,,,800.0,485.0,skin,,leopard,1.0,,,
562,486,7.0,,4.0,10/2017,7.0,Cameroon,,803.0,486.0,scale,,pangolin,1.0,,,
563,486,7.0,,4.0,10/2017,7.0,Cameroon,,802.0,486.0,skin,,leopard,2.0,,,
564,487,,,,10/2017,,,,,,,,,,,,
565,488,9.0,,,10/2018,9.0,Benin,,809.0,488.0,skin,,leopard,3.0,,,
566,489,3.0,,,10/2018,3.0,Togo,,,,,,,,,,
567,490,,,1.0,10/2018,,,,815.0,490.0,scale,,pangolin,1.0,3.0,,
568,491,5.0,,3.0,10/2018,5.0,Gabon,,,,,,,,,,
569,492,9.0,,1.0,10/2018,9.0,Benin,,,,,,,,,,
570,493,4.0,,,10/2018,4.0,Congo,,,,,,,,,,
571,494,,,1.0,10/2019,,,,,,,,,,,,
572,495,5.0,,1.0,10/2019,5.0,Gabon,,,,,,,,,,
573,496,,,1.0,10/2019,,,,,,,,,,,,
574,497,4.0,,1.0,10/2019,4.0,Congo,,,,,,,,,,
575,498,,,1.0,10/2019,,,,,,,,,,,,
576,499,,,1.0,10/2019,,,,,,,,,,,,
577,500,,,1.0,10/2019,,,,,,,,,,,,
578,501,11.0,,1.0,10/2019,11.0,Burkina Faso,,,,,,,,,,
579,502,,,,10/2019,,,,,,,,,,,,
580,503,4.0,,2.0,10/2019,4.0,Congo,,,,,,,,,,
581,504,4.0,,2.0,10/2019,4.0,Congo,,834.0,504.0,skin,,leopard,1.0,,,
582,504,4.0,,2.0,10/2019,4.0,Congo,,835.0,504.0,tooth,,leopard,1.0,,,
583,505,8.0,,1.0,10/2019,8.0,Senegal,,,,,,,,,,
584,506,,,2.0,10/2019,,,,,,,,,,,,
585,507,8.0,,,10/2019,8.0,Senegal,,,,,,,,,,
586,508,,,1.0,10/2020,,,,,,,,,,,,
587,509,9.0,,4.0,10/2020,9.0,Benin,,,,,,,,,,
588,510,5.0,,1.0,10/2020,5.0,Gabon,,,,,,,,,,
589,511,5.0,,1.0,10/2020,5.0,Gabon,,,,,,,,,,
590,512,,,1.0,10/2020,,,,,,,,,,,,
591,513,22.0,,2.0,10/2020,22.0,China,,850.0,513.0,tooth,,whale,16.0,34.0,,
592,514,31.0,,2.0,10/2020,31.0,Chad,,853.0,514.0,Ara Macaw,,parrot,1.0,,,
593,514,31.0,,2.0,10/2020,31.0,Chad,,851.0,514.0,claw,,leopard,48.0,,,
594,515,11.0,,1.0,10/2020,11.0,Burkina Faso,,855.0,515.0,tusk,,elephant,11.0,,,
595,516,,,1.0,10/2020,,,,,,,,,,,,
596,517,9.0,,,10/2020,9.0,Benin,,,,,,,,,,
597,518,,,4.0,10/2021,,,,857.0,518.0,ivory,,elephant,1.0,,,
598,518,,,4.0,10/2021,,,,856.0,518.0,tusk,,elephant,11.0,,,
599,519,3.0,,,10/2021,3.0,Togo,,,,,,,,,,
600,520,7.0,,2.0,10/2021,7.0,Cameroon,,,,,,,,,,
601,521,14.0,,2.0,10/2021,14.0,Nigeria,,860.0,521.0,skin,,hyena,1.0,,,
602,521,14.0,,2.0,10/2021,14.0,Nigeria,,859.0,521.0,skin,,lion,1.0,,,
603,522,7.0,,,10/2021,7.0,Cameroon,,,,,,,,,,
604,523,7.0,,,10/2021,7.0,Cameroon,,861.0,523.0,scale,,pangolin,1.0,77.0,,
605,524,5.0,,,10/2021,5.0,Gabon,,,,,,,,,,
606,525,,,,10/2021,,,,,,,,,,,,
607,526,7.0,,,10/2021,7.0,Cameroon,,,,,,,,,,
608,527,7.0,,2.0,10/2021,7.0,Cameroon,,864.0,527.0,scale,,pangolin,1.0,77.0,,
609,528,,,2.0,10/2021,,,,866.0,528.0,skin,,hyena,1.0,,,
610,528,,,2.0,10/2021,,,,865.0,528.0,skin,,lion,1.0,,,
611,529,7.0,,,10/2021,7.0,Cameroon,,,,,,,,,,
612,530,,,,09/2017,,,,,,,,,,,,
613,531,,,2.0,09/2017,,,,,,,,,,,,
614,532,,,2.0,09/2017,,,,867.0,532.0,scale,,pangolin,1.0,40.0,,
615,533,2.0,,,09/2017,2.0,Uganda,,868.0,533.0,skin,,okapi,3.0,,,
616,534,,,1.0,09/2017,,,,,,,,,,,,
617,535,2.0,,1.0,09/2017,2.0,Uganda,,,,,,,,,,
618,536,,,1.0,09/2017,,,,,,,,,,,,
619,537,18.0,,1.0,09/2017,18.0,South Sudan,,,,,,,,,,
620,538,,,1.0,09/2017,,,,,,,,,,,,
621,539,4.0,,1.0,09/2017,4.0,Congo,,,,,,,,,,
622,540,5.0,,,09/2017,5.0,Gabon,,,,,,,,,,
623,541,,,3.0,09/2017,,,,,,,,,,,,
624,542,2.0,,1.0,09/2017,2.0,Uganda,,887.0,542.0,ivory,,hippo,1.0,,,
625,542,2.0,,1.0,09/2017,2.0,Uganda,,886.0,542.0,tooth,,hippo,229.0,,,
626,543,7.0,,,09/2017,7.0,Cameroon,,,,,,,,,,
627,544,1.0,,4.0,09/2018,1.0,Guinea,,,,,,,,,,
628,545,7.0,,1.0,09/2018,7.0,Cameroon,,888.0,545.0,scale,,pangolin,1.0,270.0,,
629,546,5.0,,1.0,09/2018,5.0,Gabon,,,,,,,,,,
630,547,,,2.0,09/2018,,,,,,,,,,,,
631,548,,,1.0,09/2018,,,,,,,,,,,,
632,549,,,2.0,09/2018,,,,,,,,,,,,
633,550,,,1.0,09/2018,,,,,,,,,,,,
634,551,,,1.0,09/2018,,,,,,,,,,,,
635,552,,,,09/2018,,,,,,,,,,,,
636,553,9.0,,4.0,09/2018,9.0,Benin,,,,,,,,,,
637,554,7.0,,1.0,09/2018,7.0,Cameroon,,902.0,554.0,scale,,pangolin,1.0,270.0,,
638,555,5.0,,,09/2018,5.0,Gabon,,,,,,,,,,
639,556,,,1.0,09/2019,,,,,,,,,,,,
640,557,7.0,,1.0,09/2019,7.0,Cameroon,,906.0,557.0,scale,,pangolin,1.0,,,
641,558,5.0,,1.0,09/2019,5.0,Gabon,,,,,,,,,,
642,559,,,1.0,09/2019,,,,,,,,,,,,
643,560,9.0,,1.0,09/2019,9.0,Benin,,,,,,,,,,
644,561,,,1.0,09/2019,,,,,,,,,,,,
645,562,5.0,,1.0,09/2019,5.0,Gabon,,,,,,,,,,
646,563,7.0,,1.0,09/2019,7.0,Cameroon,,,,,,,,,,
647,564,9.0,,,09/2019,9.0,Benin,,,,,,,,,,
648,565,,,1.0,09/2020,,,,,,,,,,,,
649,566,7.0,,1.0,09/2020,7.0,Cameroon,,,,,,,,,,
650,567,,,1.0,09/2020,,,,,,,,,,,,
651,568,5.0,,1.0,09/2020,5.0,Gabon,,,,,,,,,,
652,569,,,1.0,09/2020,,,,912.0,569.0,skin,,leopard,1.0,,,
653,569,,,1.0,09/2020,,,,911.0,569.0,tusk,,leopard,4.0,,,
654,570,5.0,,1.0,09/2020,5.0,Gabon,,,,,,,,,,
655,571,,,1.0,09/2020,,,,,,,,,,,,
656,572,7.0,,1.0,09/2020,7.0,Cameroon,,,,,,,,,,
657,573,5.0,,,09/2020,5.0,Gabon,,,,,,,,,,
658,574,,,2.0,09/2021,,,,,,,,,,,,
659,575,7.0,,,09/2021,7.0,Cameroon,,,,,,,,,,
660,576,,,2.0,09/2021,,,,,,,,,,,,
661,577,5.0,,,09/2021,5.0,Gabon,,,,,,,,,,
662,578,,,5.0,09/2021,,,,,,,,,,,,
663,579,5.0,,,09/2021,5.0,Gabon,,,,,,,,,,
664,580,,,4.0,09/2021,,,,,,,,,,,,
665,581,5.0,,1.0,09/2021,5.0,Gabon,,921.0,581.0,tusk,,elephant,4.0,,,
666,582,7.0,,2.0,09/2021,7.0,Cameroon,,922.0,582.0,tusk,,elephant,1.0,,,
667,583,5.0,,4.0,09/2021,5.0,Gabon,,,,,,,,,,
668,584,5.0,,,09/2021,5.0,Gabon,,925.0,584.0,tusk,,elephant,4.0,,,
669,585,3.0,,3.0,04/2017,3.0,Togo,,928.0,585.0,skin,,leopard,1.0,,,
670,585,3.0,,3.0,04/2017,3.0,Togo,,935.0,585.0,skin,,python,783.0,,,
671,585,3.0,,3.0,04/2017,3.0,Togo,,937.0,585.0,skin,,snake,1.0,-1.0,,
672,585,3.0,,3.0,04/2017,3.0,Togo,,929.0,585.0,tooth,,leopard,1.0,,,
673,585,3.0,,3.0,04/2017,3.0,Togo,,926.0,585.0,tusk,,elephant,2.0,,,
674,585,3.0,,3.0,04/2017,3.0,Togo,,927.0,585.0,tusk,,leopard,2.0,,,
675,586,4.0,,3.0,04/2017,4.0,Congo,,,,,,,,,,
676,587,3.0,,,04/2017,3.0,Togo,,940.0,587.0,skin,,python,783.0,,,
677,588,,,,04/2018,,,,,,,,,,,,
678,589,7.0,,1.0,04/2018,7.0,Cameroon,,,,,,,,,,
679,590,5.0,,,04/2018,5.0,Gabon,,951.0,590.0,skin,,leopard,1.0,-1.0,,
680,591,,,,04/2018,,,,,,,,,,,,
681,592,6.0,,4.0,04/2018,6.0,Mali,,952.0,592.0,skin,,python,22.0,,,
682,593,5.0,,,04/2018,5.0,Gabon,,,,,,,,,,
683,594,5.0,,1.0,04/2019,5.0,Gabon,,,,,,,,,,
684,595,,,2.0,04/2019,,,,956.0,595.0,tusk,,elephant,5.0,,,
685,596,,,,04/2019,,,,957.0,596.0,tusk,,elephant,1.0,,,
686,597,8.0,,1.0,04/2019,8.0,Senegal,,958.0,597.0,scale,,pangolin,1.0,,,
687,598,,,1.0,04/2019,,,,961.0,598.0,bone,,vulture,1.0,,,
688,598,,,1.0,04/2019,,,,960.0,598.0,skin,,lion,3.0,,,
689,599,8.0,,1.0,04/2019,8.0,Senegal,,962.0,599.0,skin,,leopard,1.0,-1.0,,
690,600,5.0,,1.0,04/2019,5.0,Gabon,,966.0,600.0,skin,,leopard,1.0,,,
691,601,5.0,,1.0,04/2019,5.0,Gabon,,,,,,,,,,
692,602,,,3.0,04/2019,,,,,,,,,,,,
693,603,9.0,,2.0,04/2019,9.0,Benin,,,,,,,,,,
694,604,,,1.0,04/2019,,,,,,,,,,,,
695,605,4.0,,1.0,04/2019,4.0,Congo,,,,,,,,,,
696,606,,,,04/2019,,,,981.0,606.0,skin,,lion,3.0,,,
697,607,,,,04/2020,,,,,,,,,,,,
698,608,10.0,,1.0,04/2020,10.0,Equatorial Guinea,,982.0,608.0,skin,,leopard,1.0,-1.0,,
699,609,7.0,,,04/2020,7.0,Cameroon,,984.0,609.0,scale,,pangolin,1.0,50.0,,
700,610,7.0,,,04/2020,7.0,Cameroon,,,,,,,,,,
701,611,,,1.0,04/2020,,,,,,,,,,,,
702,612,7.0,,,04/2020,7.0,Cameroon,,986.0,612.0,scale,,pangolin,1.0,50.0,,
703,613,7.0,,,04/2020,7.0,Cameroon,,,,,,,,,,
704,614,,,4.0,04/2021,,,,,,,,,,,,
705,615,3.0,,2.0,04/2021,3.0,Togo,,,,,,,,,,
706,616,9.0,,2.0,04/2021,9.0,Benin,,,,,,,,,,
707,617,8.0,,,04/2021,8.0,Senegal,,993.0,617.0,skin,,leopard,4.0,,,
708,618,,,3.0,04/2021,,,,,,,,,,,,
709,619,,,2.0,04/2021,,,,997.0,619.0,tusk,,elephant,2.0,,,
710,620,12.0,,2.0,04/2021,12.0,Ghana,,998.0,620.0,tusk,,elephant,1.0,,,
711,621,8.0,,3.0,04/2021,8.0,Senegal,,999.0,621.0,skin,,leopard,4.0,,,
712,622,11.0,,,04/2021,11.0,Burkina Faso,,1003.0,622.0,tusk,,elephant,2.0,,,
713,623,,,,08/2017,,,,,,,,,,,,
714,624,8.0,,,08/2017,8.0,Senegal,,,,,,,,,,
715,625,7.0,,1.0,08/2017,7.0,Cameroon,,1004.0,625.0,scale,,pangolin,1.0,35.0,,
716,626,2.0,,1.0,08/2017,2.0,Uganda,,,,,,,,,,
717,627,2.0,,2.0,08/2017,2.0,Uganda,,,,,,,,,,
718,628,2.0,,1.0,08/2017,2.0,Uganda,,,,,,,,,,
719,629,,,1.0,08/2017,,,,,,,,,,,,
720,630,,,1.0,08/2017,,,,,,,,,,,,
721,631,5.0,,1.0,08/2017,5.0,Gabon,,,,,,,,,,
722,632,,,1.0,08/2017,,,,1019.0,632.0,tusk,,elephant,2.0,,,
723,633,5.0,,,08/2017,5.0,Gabon,,1022.0,633.0,tusk,,elephant,2.0,,,
724,634,2.0,,2.0,08/2017,2.0,Uganda,,1025.0,634.0,skin,,cheetah,1.0,,,
725,634,2.0,,2.0,08/2017,2.0,Uganda,,1027.0,634.0,skin,,python,6.0,,,
726,635,8.0,,,08/2017,8.0,Senegal,,1028.0,635.0,skin,,leopard,1.0,-1.0,,
727,636,,,,08/2018,,,,,,,,,,,,
728,637,14.0,,1.0,08/2018,14.0,Nigeria,,1031.0,637.0,scale,,pangolin,1.0,700.0,,
729,638,5.0,,1.0,08/2018,5.0,Gabon,,,,,,,,,,
730,639,5.0,,,08/2018,5.0,Gabon,,,,,,,,,,
731,640,,,1.0,08/2018,,,,,,,,,,,,
732,641,5.0,,2.0,08/2018,5.0,Gabon,,1040.0,641.0,skin,,leopard,1.0,,,
733,642,,,3.0,08/2018,,,,,,,,,,,,
734,643,6.0,,6.0,08/2018,6.0,Mali,,1042.0,643.0,skin,,leopard,2.0,,,
735,644,5.0,,,08/2018,5.0,Gabon,,1046.0,644.0,scale,,pangolin,1.0,700.0,,
736,645,,,2.0,08/2019,,,,,,,,,,,,
737,646,,,1.0,08/2019,,,,1047.0,646.0,scale,,pangolin,1.0,148.0,,
738,647,5.0,,1.0,08/2019,5.0,Gabon,,,,,,,,,,
739,648,,,,08/2019,,,,1059.0,648.0,scale,,pangolin,1.0,148.0,,
740,649,5.0,,,08/2020,5.0,Gabon,,1062.0,649.0,scale,,monkey,12.0,,,
741,649,5.0,,,08/2020,5.0,Gabon,,1061.0,649.0,skin,,monkey,12.0,,,
742,649,5.0,,,08/2020,5.0,Gabon,,1060.0,649.0,tusk,,monkey,12.0,,,
743,650,5.0,,4.0,08/2020,5.0,Gabon,,1064.0,650.0,skin,,leopard,3.0,-1.0,,
744,651,8.0,,,08/2020,8.0,Senegal,,1066.0,651.0,skin,,leopard,2.0,,,
745,652,,,1.0,08/2020,,,,,,,,,,,,
746,653,,,,08/2020,,,,,,,,,,,,
747,654,5.0,,4.0,08/2020,5.0,Gabon,,1069.0,654.0,skin,,leopard,1.0,-1.0,,
748,654,5.0,,4.0,08/2020,5.0,Gabon,,1068.0,654.0,tusk,,leopard,2.0,,,
749,655,8.0,,,08/2020,8.0,Senegal,,1070.0,655.0,skin,,leopard,2.0,,,
750,656,5.0,,,08/2021,5.0,Gabon,,1073.0,656.0,scale,,elephant,12.0,,,
751,656,5.0,,,08/2021,5.0,Gabon,,1072.0,656.0,skin,,elephant,12.0,,,
752,656,5.0,,,08/2021,5.0,Gabon,,1071.0,656.0,tusk,,elephant,2.0,,,
753,657,5.0,,4.0,08/2021,5.0,Gabon,,1075.0,657.0,skin,,leopard,3.0,-1.0,,
754,658,8.0,,,08/2021,8.0,Senegal,,1077.0,658.0,skin,,leopard,2.0,,,
755,659,,,1.0,08/2021,,,,,,,,,,,,
756,660,,,,08/2021,,,,,,,,,,,,
757,661,5.0,,4.0,08/2021,5.0,Gabon,,1080.0,661.0,skin,,leopard,1.0,-1.0,,
758,661,5.0,,4.0,08/2021,5.0,Gabon,,1079.0,661.0,tusk,,elephant,2.0,,,
759,662,8.0,,,08/2021,8.0,Senegal,,1081.0,662.0,skin,,leopard,2.0,,,
760,663,9.0,,1.0,12/2017,9.0,Benin,,,,,,,,,,
761,664,,,1.0,12/2017,,,,,,,,,,,,
762,665,32.0,,,12/2017,,,,,,,,,,,,
763,666,4.0,,1.0,12/2017,4.0,Congo,,1093.0,666.0,ivory,,pangolin,1.0,,,
764,666,4.0,,1.0,12/2017,4.0,Congo,,1094.0,666.0,scale,,pangolin,1.0,,,
765,667,19.0,,406.0,12/2017,19.0,Sudan,,1099.0,667.0,tusk,,elephant,216.0,,,
766,668,,,66.0,12/2017,,,,,,,,,,,,
767,669,,,,12/2017,,,,1102.0,669.0,scale,,pangolin,1.0,,,
768,669,,,,12/2017,,,,1101.0,669.0,skin,,cat,1.0,,,
769,669,,,,12/2017,,,,1104.0,669.0,tusk,,elephant,81.0,,,
770,670,,,2.0,12/2018,,,,,,,,,,,,
771,671,11.0,,,12/2018,11.0,Burkina Faso,,1105.0,671.0,skin,,leopard,2.0,-1.0,,
772,672,9.0,,3.0,12/2018,9.0,Benin,,1106.0,672.0,skin,,lion,1.0,,,
773,673,8.0,,5.0,12/2018,8.0,Senegal,,1107.0,673.0,skin,,lion,5.0,-1.0,,
774,674,7.0,,,12/2018,7.0,Cameroon,,1108.0,674.0,scale,,pangolin,1.0,31.0,,
775,675,5.0,,1.0,12/2018,5.0,Gabon,,1109.0,675.0,skin,,leopard,2.0,,,
776,676,,,,12/2018,,,,,,,,,,,,
777,677,1.0,,5.0,12/2018,1.0,Guinea,,1114.0,677.0,scale,,pangolin,1.0,37.0,,
778,678,7.0,,3.0,12/2018,7.0,Cameroon,,1115.0,678.0,scale,,pangolin,1.0,31.0,,
779,679,8.0,,,12/2018,8.0,Senegal,,1116.0,679.0,skin,,leopard,,,,
780,680,8.0,,,12/2019,8.0,Senegal,,1117.0,680.0,skin,,leopard,1.0,-1.0,,
781,681,7.0,,1.0,12/2019,7.0,Cameroon,,,,,,,,,,
782,682,,,,12/2019,,,,1120.0,682.0,skin,,leopard,1.0,-1.0,,
783,683,,,1.0,12/2020,,,,,,,,,,,,
784,684,7.0,,2.0,12/2020,7.0,Cameroon,,,,,,,,,,
785,685,,,4.0,12/2020,,,,,,,,,,,,
786,686,7.0,,,12/2020,7.0,Cameroon,,1126.0,686.0,scale,,pangolin,1.0,70.0,,
787,687,7.0,,1.0,12/2020,7.0,Cameroon,,,,,,,,,,
788,688,4.0,,1.0,12/2020,4.0,Congo,,,,,,,,,,
789,689,5.0,,1.0,12/2020,5.0,Gabon,,,,,,,,,,
790,690,11.0,,1.0,12/2020,11.0,Burkina Faso,,,,,,,,,,
791,691,9.0,,1.0,12/2020,9.0,Benin,,,,,,,,,,
792,692,5.0,,,12/2020,5.0,Gabon,,1140.0,692.0,scale,,pangolin,1.0,70.0,,
793,693,4.0,,1.0,12/2021,4.0,Congo,,1141.0,693.0,bone,,human,1.0,,,
794,693,4.0,,1.0,12/2021,4.0,Congo,,1142.0,693.0,tusk,,elephant,2.0,40.0,,
795,694,,,5.0,12/2021,,,,,,,,,,,,
796,695,,,,12/2021,,,,1144.0,695.0,tooth,,hippo,4.0,,,
797,695,,,,12/2021,,,,1143.0,695.0,tusk,,hippo,4.0,,,
798,696,,,1.0,12/2021,,,,,,,,,,,,
799,697,4.0,,2.0,12/2021,4.0,Congo,,,,,,,,,,
800,698,5.0,,3.0,12/2021,5.0,Gabon,,1145.0,698.0,tusk,,elephant,2.0,,,
801,699,5.0,,1.0,12/2021,5.0,Gabon,,1148.0,699.0,skin,,leopard,2.0,,,
802,699,5.0,,1.0,12/2021,5.0,Gabon,,1149.0,699.0,tooth,,leopard,1.0,,,
803,700,,,2.0,12/2021,,,,,,,,,,,,
804,701,4.0,,5.0,12/2021,4.0,Congo,,1150.0,701.0,tusk,,elephant,2.0,40.0,,
805,702,5.0,,,12/2021,5.0,Gabon,,1153.0,702.0,skin,,leopard,2.0,,,
806,702,5.0,,,12/2021,5.0,Gabon,,1152.0,702.0,tooth,,hippo,4.0,,,
807,702,5.0,,,12/2021,5.0,Gabon,,1154.0,702.0,tooth,,leopard,1.0,,,
808,702,5.0,,,12/2021,5.0,Gabon,,1151.0,702.0,tusk,,hippo,4.0,,,
809,703,7.0,,3.0,02/2018,7.0,Cameroon,,1162.0,703.0,scale,,pangolin,1.0,40.0,,
810,703,7.0,,3.0,02/2018,7.0,Cameroon,,1164.0,703.0,skin,,boa,2.0,40.0,,
811,703,7.0,,3.0,02/2018,7.0,Cameroon,,1163.0,703.0,tooth,,boa,6.0,40.0,,
812,703,7.0,,3.0,02/2018,7.0,Cameroon,,1159.0,703.0,tooth,,hippo,1.0,183.0,,
813,703,7.0,,3.0,02/2018,7.0,Cameroon,,1161.0,703.0,tusk,,elephant,1.0,,,
814,704,4.0,,2.0,02/2018,4.0,Congo,,,,,,,,,,
815,705,12.0,,,02/2018,12.0,Ghana,,1166.0,705.0,skin,,lion,1.0,,,
816,706,4.0,,,02/2018,4.0,Congo,,1168.0,706.0,scale,,pangolin,1.0,40.0,,
817,706,4.0,,,02/2018,4.0,Congo,,1170.0,706.0,skin,,boa,2.0,40.0,,
818,706,4.0,,,02/2018,4.0,Congo,,1169.0,706.0,tooth,,hippo,2.0,40.0,,
819,707,,,1.0,02/2019,,,,,,,,,,,,
820,708,4.0,,6.0,02/2019,4.0,Congo,,,,,,,,,,
821,709,5.0,,,02/2019,5.0,Gabon,,,,,,,,,,
822,710,5.0,,,02/2019,5.0,Gabon,,,,,,,,,,
823,711,4.0,,7.0,02/2019,4.0,Congo,,1175.0,711.0,tusk,,elephant,4.0,,,
824,712,,,1.0,02/2019,,,,1177.0,712.0,scale,,pangolin,1.0,4.5,,
825,712,,,1.0,02/2019,,,,1178.0,712.0,skin,,leopard,1.0,4.5,,
826,712,,,1.0,02/2019,,,,1176.0,712.0,tusk,,pangolin,3.0,4.5,,
827,713,7.0,,1.0,02/2019,7.0,Cameroon,,,,,,,,,,
828,714,5.0,,4.0,02/2019,5.0,Gabon,,1184.0,714.0,skin,,leopard,1.0,,,
829,715,,,2.0,02/2019,,,,1185.0,715.0,skin,,leopard,2.0,-1.0,,
830,716,,,2.0,02/2019,,,,1186.0,716.0,skin,,leopard,2.0,,,
831,717,7.0,,2.0,02/2019,7.0,Cameroon,,1188.0,717.0,scale,,pangolin,42.0,-1.0,,
832,718,9.0,,1.0,02/2019,9.0,Benin,,1190.0,718.0,skin,,crocodile,3.0,,,
833,718,9.0,,1.0,02/2019,9.0,Benin,,1189.0,718.0,skin,,leopard,3.0,,,
834,719,4.0,,,02/2019,4.0,Congo,,,,,,,,,,
835,720,4.0,,1.0,02/2020,4.0,Congo,,1191.0,720.0,skin,,leopard,5.0,-1.0,,
836,721,5.0,,1.0,02/2020,5.0,Gabon,,,,,,,,,,
837,722,23.0,,1.0,02/2020,23.0,Algeria,,,,,,,,,,
838,723,,,1.0,02/2020,,,,1199.0,723.0,skin,,leopard,1.0,-1.0,,
839,724,5.0,,1.0,02/2020,5.0,Gabon,,,,,,,,,,
840,725,8.0,,,02/2020,8.0,Senegal,,,,,,,,,,
841,726,7.0,,,02/2020,7.0,Cameroon,,1203.0,726.0,skin,,leopard,5.0,,,
842,727,12.0,,,02/2021,12.0,Ghana,,,,,,,,,,
843,728,,,,02/2021,,,,,,,,,,,,
844,729,,,,02/2021,,,,,,,,,,,,
845,730,4.0,,2.0,02/2021,4.0,Congo,,,,,,,,,,
846,731,,,,02/2021,,,,,,,,,,,,
